Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
1896,Athens,Aquatics,Swimming,GRE,100m for sailor,M,Bronze
1896,Athens,Aquatics,Swimming,GRE,100m for sailor,M,Gold
1896,Athens,Aquatics,Swimming,GRE,100m for sailor,M,Silver
1896,Athens,Aquatics,Swimming,HUN,100m freestyle,M,Gold
1896,Athens,Aquatics,Swimming,AUT,100m freestyle,M,Silver
1896,Athens,Aquatics,Swimming,GRE,1200m freestyle,M,Bronze
1896,Athens,Aquatics,Swimming,HUN,1200m freestyle,M,Gold
1896,Athens,Aquatics,Swimming,GRE,1200m freestyle,M,Silver
1896,Athens,Aquatics,Swimming,GRE,400m freestyle,M,Bronze
1896,Athens,Aquatics,Swimming,AUT,400m freestyle,M,Gold
1896,Athens,Aquatics,Swimming,GRE,400m freestyle,M,Silver
1896,Athens,Athletics,Athletics,HUN,100m,M,Bronze
1896,Athens,Athletics,Athletics,USA,100m,M,Bronze
1896,Athens,Athletics,Athletics,USA,100m,M,Gold
1896,Athens,Athletics,Athletics,GER,100m,M,Silver
1896,Athens,Athletics,Athletics,USA,110m hurdles,M,Gold
1896,Athens,Athletics,Athletics,GBR,110m hurdles,M,Silver
1896,Athens,Athletics,Athletics,FRA,1500m,M,Bronze
1896,Athens,Athletics,Athletics,AUS,1500m,M,Gold
1896,Athens,Athletics,Athletics,USA,1500m,M,Silver
1896,Athens,Athletics,Athletics,GBR,400m,M,Bronze
1896,Athens,Athletics,Athletics,USA,400m,M,Gold
1896,Athens,Athletics,Athletics,USA,400m,M,Silver
1896,Athens,Athletics,Athletics,GRE,800m,M,Bronze
1896,Athens,Athletics,Athletics,AUS,800m,M,Gold
1896,Athens,Athletics,Athletics,HUN,800m,M,Silver
1896,Athens,Athletics,Athletics,GRE,discus throw,M,Bronze
1896,Athens,Athletics,Athletics,USA,discus throw,M,Gold
1896,Athens,Athletics,Athletics,GRE,discus throw,M,Silver
1896,Athens,Athletics,Athletics,USA,high jump,M,Gold
1896,Athens,Athletics,Athletics,USA,high jump,M,Silver
1896,Athens,Athletics,Athletics,USA,high jump,M,Silver
1896,Athens,Athletics,Athletics,USA,long jump,M,Bronze
1896,Athens,Athletics,Athletics,USA,long jump,M,Gold
1896,Athens,Athletics,Athletics,USA,long jump,M,Silver
1896,Athens,Athletics,Athletics,HUN,marathon,M,Bronze
1896,Athens,Athletics,Athletics,GRE,marathon,M,Gold
1896,Athens,Athletics,Athletics,GRE,marathon,M,Silver
1896,Athens,Athletics,Athletics,GRE,pole vault,M,Bronze
1896,Athens,Athletics,Athletics,GRE,pole vault,M,Bronze
1896,Athens,Athletics,Athletics,USA,pole vault,M,Gold
1896,Athens,Athletics,Athletics,USA,pole vault,M,Silver
1896,Athens,Athletics,Athletics,GRE,shot put,M,Bronze
1896,Athens,Athletics,Athletics,USA,shot put,M,Gold
1896,Athens,Athletics,Athletics,GRE,shot put,M,Silver
1896,Athens,Athletics,Athletics,GRE,triple jump,M,Bronze
1896,Athens,Athletics,Athletics,USA,triple jump,M,Gold
1896,Athens,Athletics,Athletics,FRA,triple jump,M,Silver
1896,Athens,Cycling,Cycling Road,GBR,individual road,M,Bronze
1896,Athens,Cycling,Cycling Road,GRE,individual road,M,Gold
1896,Athens,Cycling,Cycling Road,GER,individual road,M,Silver
1896,Athens,Cycling,Cycling Track,FRA,100km,M,Gold
1896,Athens,Cycling,Cycling Track,GRE,100km,M,Silver
1896,Athens,Cycling,Cycling Track,AUT,10km,M,Bronze
1896,Athens,Cycling,Cycling Track,FRA,10km,M,Gold
1896,Athens,Cycling,Cycling Track,FRA,10km,M,Silver
1896,Athens,Cycling,Cycling Track,AUT,12-hour race,M,Gold
1896,Athens,Cycling,Cycling Track,GBR,12-hour race,M,Silver
1896,Athens,Cycling,Cycling Track,AUT,1km time trial,M,Bronze
1896,Athens,Cycling,Cycling Track,FRA,1km time trial,M,Gold
1896,Athens,Cycling,Cycling Track,GRE,1km time trial,M,Silver
1896,Athens,Cycling,Cycling Track,FRA,sprint ind.,M,Bronze
1896,Athens,Cycling,Cycling Track,FRA,sprint ind.,M,Gold
1896,Athens,Cycling,Cycling Track,GRE,sprint ind.,M,Silver
1896,Athens,Fencing,Fencing,GRE,foil individual,M,Bronze
1896,Athens,Fencing,Fencing,FRA,foil individual,M,Gold
1896,Athens,Fencing,Fencing,FRA,foil individual,M,Silver
1896,Athens,Fencing,Fencing,GRE,"foil, masters",M,Gold
1896,Athens,Fencing,Fencing,FRA,"foil, masters",M,Silver
1896,Athens,Fencing,Fencing,DEN,sabre individua,M,Bronze
1896,Athens,Fencing,Fencing,GRE,sabre individua,M,Gold
1896,Athens,Fencing,Fencing,GRE,sabre individua,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GER,horizontal bar,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GER,horizontal bar,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GER,parallel bars,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,SUI,parallel bars,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,SUI,pommel horse,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GER,pommel horse,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,rings,M,Bronze
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,rings,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GER,rings,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GER,rope climbing,M,Bronze
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,rope climbing,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,rope climbing,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GER,team horizontal,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,team parallel,M,Bronze
1896,Athens,Gymnastics,Artistic Gymnastics,GER,team parallel,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,GRE,team parallel,M,Silver
1896,Athens,Gymnastics,Artistic Gymnastics,GER,vault,M,Bronze
1896,Athens,Gymnastics,Artistic Gymnastics,GER,vault,M,Gold
1896,Athens,Gymnastics,Artistic Gymnastics,SUI,vault,M,Silver
1896,Athens,Shooting,Shooting,GRE,25m army pistol,M,Bronze
1896,Athens,Shooting,Shooting,USA,25m army pistol,M,Gold
1896,Athens,Shooting,Shooting,USA,25m army pistol,M,Silver
1896,Athens,Shooting,Shooting,DEN,25m rapid pisto,M,Bronze
1896,Athens,Shooting,Shooting,GRE,25m rapid pisto,M,Gold
1896,Athens,Shooting,Shooting,GRE,25m rapid pisto,M,Silver
1896,Athens,Shooting,Shooting,GRE,50m pistol,M,Bronze
1896,Athens,Shooting,Shooting,USA,50m pistol,M,Gold
1896,Athens,Shooting,Shooting,DEN,50m pistol,M,Silver
1896,Athens,Shooting,Shooting,GRE,"army rifle, 200",M,Bronze
1896,Athens,Shooting,Shooting,GRE,"army rifle, 200",M,Gold
1896,Athens,Shooting,Shooting,GRE,"army rifle, 200",M,Silver
1896,Athens,Shooting,Shooting,DEN,"army rifle, 300",M,Bronze
1896,Athens,Shooting,Shooting,GRE,"army rifle, 300",M,Gold
1896,Athens,Shooting,Shooting,GRE,"army rifle, 300",M,Silver
1896,Athens,Tennis,Tennis,ZZX,doubles,M,Bronze
1896,Athens,Tennis,Tennis,ZZX,doubles,M,Gold
1896,Athens,Tennis,Tennis,ZZX,doubles,M,Silver
1896,Athens,Tennis,Tennis,GRE,singles,M,Bronze
1896,Athens,Tennis,Tennis,HUN,singles,M,Bronze
1896,Athens,Tennis,Tennis,GBR,singles,M,Gold
1896,Athens,Tennis,Tennis,GRE,singles,M,Silver
1896,Athens,Weightlifting,Weightlifting,GRE,heavyw. 1 hand,M,Bronze
1896,Athens,Weightlifting,Weightlifting,GBR,heavyw. 1 hand,M,Gold
1896,Athens,Weightlifting,Weightlifting,DEN,heavyw. 1 hand,M,Silver
1896,Athens,Weightlifting,Weightlifting,GRE,heavyw. 2 hande,M,Bronze
1896,Athens,Weightlifting,Weightlifting,DEN,heavyw. 2 hande,M,Gold
1896,Athens,Weightlifting,Weightlifting,GBR,heavyw. 2 hande,M,Silver
1896,Athens,Wrestling,Wrestling Greco-Roman,GRE,open event,M,Bronze
1896,Athens,Wrestling,Wrestling Greco-Roman,GER,open event,M,Gold
1896,Athens,Wrestling,Wrestling Greco-Roman,GRE,open event,M,Silver
1900,Paris,Aquatics,Swimming,HUN,1500m freestyle,M,Bronze
1900,Paris,Aquatics,Swimming,GBR,1500m freestyle,M,Gold
1900,Paris,Aquatics,Swimming,AUT,1500m freestyle,M,Silver
1900,Paris,Aquatics,Swimming,NED,200m backstroke,M,Bronze
1900,Paris,Aquatics,Swimming,GER,200m backstroke,M,Gold
1900,Paris,Aquatics,Swimming,AUT,200m backstroke,M,Silver
1900,Paris,Aquatics,Swimming,AUT,200m freestyle,M,Bronze
1900,Paris,Aquatics,Swimming,AUS,200m freestyle,M,Gold
1900,Paris,Aquatics,Swimming,HUN,200m freestyle,M,Silver
1900,Paris,Aquatics,Swimming,GBR,200m obstacle,M,Bronze
1900,Paris,Aquatics,Swimming,AUS,200m obstacle,M,Gold
1900,Paris,Aquatics,Swimming,AUT,200m obstacle,M,Silver
1900,Paris,Aquatics,Swimming,FRA,200m team swimm,M,Bronze
1900,Paris,Aquatics,Swimming,GER,200m team swimm,M,Gold
1900,Paris,Aquatics,Swimming,FRA,200m team swimm,M,Silver
1900,Paris,Aquatics,Swimming,FRA,4000m freestyle,M,Bronze
1900,Paris,Aquatics,Swimming,GBR,4000m freestyle,M,Gold
1900,Paris,Aquatics,Swimming,HUN,4000m freestyle,M,Silver
1900,Paris,Aquatics,Swimming,DEN,underwater swim,M,Bronze
1900,Paris,Aquatics,Swimming,FRA,underwater swim,M,Gold
1900,Paris,Aquatics,Swimming,FRA,underwater swim,M,Silver
1900,Paris,Aquatics,Water polo,FRA,water polo,M,Bronze
1900,Paris,Aquatics,Water polo,FRA,water polo,M,Bronze
1900,Paris,Aquatics,Water polo,GBR,water polo,M,Gold
1900,Paris,Aquatics,Water polo,BEL,water polo,M,Silver
1900,Paris,Archery,Archery,FRA,au chapelet 33m,M,Bronze
1900,Paris,Archery,Archery,BEL,au chapelet 33m,M,Gold
1900,Paris,Archery,Archery,FRA,au chapelet 33m,M,Silver
1900,Paris,Archery,Archery,FRA,au chapelet 50m,M,Bronze
1900,Paris,Archery,Archery,FRA,au chapelet 50m,M,Gold
1900,Paris,Archery,Archery,FRA,au chapelet 50m,M,Silver
1900,Paris,Archery,Archery,FRA,cordon dor_ 33m,M,Bronze
1900,Paris,Archery,Archery,BEL,cordon dor_ 33m,M,Gold
1900,Paris,Archery,Archery,FRA,cordon dor_ 33m,M,Silver
1900,Paris,Archery,Archery,FRA,cordon dor_ 50m,M,Bronze
1900,Paris,Archery,Archery,FRA,cordon dor_ 50m,M,Gold
1900,Paris,Archery,Archery,BEL,cordon dor_ 50m,M,Silver
1900,Paris,Archery,Archery,BEL,perche _ herse,M,Gold
1900,Paris,Archery,Archery,BEL,perche _ herse,M,Silver
1900,Paris,Archery,Archery,FRA,perche _ herse,M,Silver
1900,Paris,Archery,Archery,BEL,perche pyramide,M,Bronze
1900,Paris,Archery,Archery,FRA,perche pyramide,M,Gold
1900,Paris,Archery,Archery,FRA,perche pyramide,M,Silver
1900,Paris,Athletics,Athletics,AUS,100m,M,Bronze
1900,Paris,Athletics,Athletics,USA,100m,M,Gold
1900,Paris,Athletics,Athletics,USA,100m,M,Silver
1900,Paris,Athletics,Athletics,USA,110m hurdles,M,Bronze
1900,Paris,Athletics,Athletics,USA,110m hurdles,M,Gold
1900,Paris,Athletics,Athletics,USA,110m hurdles,M,Silver
1900,Paris,Athletics,Athletics,USA,1500m,M,Bronze
1900,Paris,Athletics,Athletics,GBR,1500m,M,Gold
1900,Paris,Athletics,Athletics,FRA,1500m,M,Silver
1900,Paris,Athletics,Athletics,AUS,200m,M,Bronze
1900,Paris,Athletics,Athletics,USA,200m,M,Gold
1900,Paris,Athletics,Athletics,IND,200m,M,Silver
1900,Paris,Athletics,Athletics,USA,200m hurdles,M,Bronze
1900,Paris,Athletics,Athletics,USA,200m hurdles,M,Gold
1900,Paris,Athletics,Athletics,IND,200m hurdles,M,Silver
1900,Paris,Athletics,Athletics,FRA,3000m steeplechase,M,Bronze
1900,Paris,Athletics,Athletics,CAN,3000m steeplechase,M,Gold
1900,Paris,Athletics,Athletics,GBR,3000m steeplechase,M,Silver
1900,Paris,Athletics,Athletics,GBR,4000m steeplech,M,Bronze
1900,Paris,Athletics,Athletics,GBR,4000m steeplech,M,Gold
1900,Paris,Athletics,Athletics,GBR,4000m steeplech,M,Silver
1900,Paris,Athletics,Athletics,DEN,400m,M,Bronze
1900,Paris,Athletics,Athletics,USA,400m,M,Gold
1900,Paris,Athletics,Athletics,USA,400m,M,Silver
1900,Paris,Athletics,Athletics,CAN,400m hurdles,M,Bronze
1900,Paris,Athletics,Athletics,USA,400m hurdles,M,Gold
1900,Paris,Athletics,Athletics,FRA,400m hurdles,M,Silver
1900,Paris,Athletics,Athletics,ZZX,5000m team,M,Gold
1900,Paris,Athletics,Athletics,FRA,5000m team,M,Silver
1900,Paris,Athletics,Athletics,AUS,60m,M,Bronze
1900,Paris,Athletics,Athletics,USA,60m,M,Gold
1900,Paris,Athletics,Athletics,USA,60m,M,Silver
1900,Paris,Athletics,Athletics,USA,800m,M,Bronze
1900,Paris,Athletics,Athletics,GBR,800m,M,Gold
1900,Paris,Athletics,Athletics,USA,800m,M,Silver
1900,Paris,Athletics,Athletics,USA,discus throw,M,Bronze
1900,Paris,Athletics,Athletics,HUN,discus throw,M,Gold
1900,Paris,Athletics,Athletics,BOH,discus throw,M,Silver
1900,Paris,Athletics,Athletics,USA,hammer throw,M,Bronze
1900,Paris,Athletics,Athletics,USA,hammer throw,M,Gold
1900,Paris,Athletics,Athletics,USA,hammer throw,M,Silver
1900,Paris,Athletics,Athletics,HUN,high jump,M,Bronze
1900,Paris,Athletics,Athletics,USA,high jump,M,Gold
1900,Paris,Athletics,Athletics,GBR,high jump,M,Silver
1900,Paris,Athletics,Athletics,USA,high jump stand,M,Bronze
1900,Paris,Athletics,Athletics,USA,high jump stand,M,Gold
1900,Paris,Athletics,Athletics,USA,high jump stand,M,Silver
1900,Paris,Athletics,Athletics,GBR,long jump,M,Bronze
1900,Paris,Athletics,Athletics,USA,long jump,M,Gold
1900,Paris,Athletics,Athletics,USA,long jump,M,Silver
1900,Paris,Athletics,Athletics,FRA,long jump stand,M,Bronze
1900,Paris,Athletics,Athletics,USA,long jump stand,M,Gold
1900,Paris,Athletics,Athletics,USA,long jump stand,M,Silver
1900,Paris,Athletics,Athletics,SWE,marathon,M,Bronze
1900,Paris,Athletics,Athletics,FRA,marathon,M,Gold
1900,Paris,Athletics,Athletics,FRA,marathon,M,Silver
1900,Paris,Athletics,Athletics,NOR,pole vault,M,Bronze
1900,Paris,Athletics,Athletics,USA,pole vault,M,Gold
1900,Paris,Athletics,Athletics,USA,pole vault,M,Silver
1900,Paris,Athletics,Athletics,USA,shot put,M,Bronze
1900,Paris,Athletics,Athletics,USA,shot put,M,Gold
1900,Paris,Athletics,Athletics,USA,shot put,M,Silver
1900,Paris,Athletics,Athletics,USA,triple jump,M,Bronze
1900,Paris,Athletics,Athletics,USA,triple jump,M,Gold
1900,Paris,Athletics,Athletics,USA,triple jump,M,Silver
1900,Paris,Athletics,Athletics,USA,triple jump sta,M,Bronze
1900,Paris,Athletics,Athletics,USA,triple jump sta,M,Gold
1900,Paris,Athletics,Athletics,USA,triple jump sta,M,Silver
1900,Paris,Basque Pelota,Basque Pelota,ESP,cesta punta,M,Gold
1900,Paris,Basque Pelota,Basque Pelota,FRA,cesta punta,M,Silver
1900,Paris,Cricket,Cricket,GBR,cricket,M,Gold
1900,Paris,Cricket,Cricket,FRA,cricket,M,Silver
1900,Paris,Croquet,Croquet,FRA,double,M,Gold
1900,Paris,Croquet,Croquet,FRA,indiv. 2 balls,M,Bronze
1900,Paris,Croquet,Croquet,FRA,indiv. 2 balls,M,Gold
1900,Paris,Croquet,Croquet,FRA,indiv. 2 balls,M,Silver
1900,Paris,Croquet,Croquet,FRA,individ. 1 ball,M,Bronze
1900,Paris,Croquet,Croquet,FRA,individ. 1 ball,M,Gold
1900,Paris,Croquet,Croquet,FRA,individ. 1 ball,M,Silver
1900,Paris,Cycling,Cycling Track,USA,sprint ind.,M,Bronze
1900,Paris,Cycling,Cycling Track,FRA,sprint ind.,M,Gold
1900,Paris,Cycling,Cycling Track,FRA,sprint ind.,M,Silver
1900,Paris,Cycling,Cycling Track,FRA,25 kilometers,M,Bronze
1900,Paris,Cycling,Cycling Track,FRA,25 kilometers,M,Gold
1900,Paris,Cycling,Cycling Track,FRA,25 kilometers,M,Silver
1900,Paris,Equestrian,Equestrian / Jumping,BEL,high jump,X,Bronze
1900,Paris,Equestrian,Equestrian / Jumping,FRA,high jump,X,Gold
1900,Paris,Equestrian,Equestrian / Jumping,ITA,high jump,X,Gold
1900,Paris,Equestrian,Equestrian / Jumping,FRA,individual,X,Bronze
1900,Paris,Equestrian,Equestrian / Jumping,BEL,individual,X,Gold
1900,Paris,Equestrian,Equestrian / Jumping,BEL,individual,X,Silver
1900,Paris,Equestrian,Equestrian / Jumping,FRA,long jump,X,Bronze
1900,Paris,Equestrian,Equestrian / Jumping,BEL,long jump,X,Gold
1900,Paris,Equestrian,Equestrian / Jumping,ITA,long jump,X,Silver
1900,Paris,Fencing,Fencing,FRA,_p_e amateurs/m,M,Bronze
1900,Paris,Fencing,Fencing,FRA,_p_e amateurs/m,M,Gold
1900,Paris,Fencing,Fencing,CUB,_p_e amateurs/m,M,Silver
1900,Paris,Fencing,Fencing,FRA,_p_e individual,M,Bronze
1900,Paris,Fencing,Fencing,CUB,_p_e individual,M,Gold
1900,Paris,Fencing,Fencing,FRA,_p_e individual,M,Silver
1900,Paris,Fencing,Fencing,FRA,"_p_e, masters",M,Bronze
1900,Paris,Fencing,Fencing,FRA,"_p_e, masters",M,Gold
1900,Paris,Fencing,Fencing,FRA,"_p_e, masters",M,Silver
1900,Paris,Fencing,Fencing,FRA,foil individual,M,Bronze
1900,Paris,Fencing,Fencing,FRA,foil individual,M,Gold
1900,Paris,Fencing,Fencing,FRA,foil individual,M,Silver
1900,Paris,Fencing,Fencing,FRA,"foil, masters",M,Bronze
1900,Paris,Fencing,Fencing,FRA,"foil, masters",M,Gold
1900,Paris,Fencing,Fencing,FRA,"foil, masters",M,Silver
1900,Paris,Fencing,Fencing,AUT,sabre individua,M,Bronze
1900,Paris,Fencing,Fencing,FRA,sabre individua,M,Gold
1900,Paris,Fencing,Fencing,FRA,sabre individua,M,Silver
1900,Paris,Fencing,Fencing,AUT,"sabre, masters",M,Bronze
1900,Paris,Fencing,Fencing,ITA,"sabre, masters",M,Gold
1900,Paris,Fencing,Fencing,ITA,"sabre, masters",M,Silver
1900,Paris,Football,Football,BEL,football,M,Bronze
1900,Paris,Football,Football,GBR,football,M,Gold
1900,Paris,Football,Football,FRA,football,M,Silver
1900,Paris,Golf,Golf,GBR,individual,M,Bronze
1900,Paris,Golf,Golf,USA,individual,M,Gold
1900,Paris,Golf,Golf,GBR,individual,M,Silver
1900,Paris,Golf,Golf,USA,individual,W,Bronze
1900,Paris,Golf,Golf,USA,individual,W,Gold
1900,Paris,Golf,Golf,USA,individual,W,Silver
1900,Paris,Gymnastics,Artistic Gymnastics,FRA,individual all,M,Bronze
1900,Paris,Gymnastics,Artistic Gymnastics,FRA,individual all,M,Gold
1900,Paris,Gymnastics,Artistic Gymnastics,FRA,individual all,M,Silver
1900,Paris,Polo,Polo,MEX,polo,M,Bronze
1900,Paris,Polo,Polo,ZZX,polo,M,Bronze
1900,Paris,Polo,Polo,ZZX,polo,M,Gold
1900,Paris,Polo,Polo,ZZX,polo,M,Silver
1900,Paris,Rowing,Rowing,GER,4- with coxwain,M,Bronze
1900,Paris,Rowing,Rowing,GER,4- with coxwain,M,Bronze
1900,Paris,Rowing,Rowing,FRA,4- with coxwain,M,Gold
1900,Paris,Rowing,Rowing,GER,4- with coxwain,M,Gold
1900,Paris,Rowing,Rowing,FRA,4- with coxwain,M,Silver
1900,Paris,Rowing,Rowing,NED,4- with coxwain,M,Silver
1900,Paris,Rowing,Rowing,NED,eight with coxs,M,Bronze
1900,Paris,Rowing,Rowing,USA,eight with coxs,M,Gold
1900,Paris,Rowing,Rowing,BEL,eight with coxs,M,Silver
1900,Paris,Rowing,Rowing,FRA,pair-oared with,M,Bronze
1900,Paris,Rowing,Rowing,ZZX,pair-oared with,M,Gold
1900,Paris,Rowing,Rowing,FRA,pair-oared with,M,Silver
1900,Paris,Rowing,Rowing,GBR,single sculls,M,Bronze
1900,Paris,Rowing,Rowing,FRA,single sculls,M,Gold
1900,Paris,Rowing,Rowing,FRA,single sculls,M,Silver
1900,Paris,Rugby,Rugby,FRA,rugby,M,Gold
1900,Paris,Rugby,Rugby,GBR,rugby,M,Silver
1900,Paris,Rugby,Rugby,GER,rugby,M,Silver
1900,Paris,Sailing,Sailing,FRA,0.5-1t,X,Bronze
1900,Paris,Sailing,Sailing,FRA,0.5-1t,X,Gold
1900,Paris,Sailing,Sailing,FRA,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,FRA,0.5-1t,X,Bronze
1900,Paris,Sailing,Sailing,GBR,0.5-1t,X,Gold
1900,Paris,Sailing,Sailing,FRA,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Gold
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Gold
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Silver
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Silver
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Bronze
1900,Paris,Sailing,Sailing,FRA,0.5t mixe,X,Bronze
1900,Paris,Sailing,Sailing,GBR,10-20t,X,Bronze
1900,Paris,Sailing,Sailing,FRA,10-20t,X,Gold
1900,Paris,Sailing,Sailing,FRA,10-20t,X,Silver
1900,Paris,Sailing,Sailing,SUI,1-2t mixte,X,Gold
1900,Paris,Sailing,Sailing,GER,1-2t mixte,X,Gold
1900,Paris,Sailing,Sailing,SUI,1-2t mixte,X,Silver
1900,Paris,Sailing,Sailing,FRA,1-2t mixte,X,Silver
1900,Paris,Sailing,Sailing,FRA,1-2t mixte,X,Bronze
1900,Paris,Sailing,Sailing,FRA,1-2t mixte,X,Bronze
1900,Paris,Sailing,Sailing,ZZX,2-3t mixte,X,Gold
1900,Paris,Sailing,Sailing,ZZX,2-3t mixte,X,Gold
1900,Paris,Sailing,Sailing,FRA,2-3t mixte,X,Silver
1900,Paris,Sailing,Sailing,FRA,2-3t mixte,X,Silver
1900,Paris,Sailing,Sailing,FRA,2-3t mixte,X,Bronze
1900,Paris,Sailing,Sailing,FRA,2-3t mixte,X,Bronze
1900,Paris,Sailing,Sailing,FRA,3-10t,X,Bronze
1900,Paris,Sailing,Sailing,NED,3-10t,X,Gold
1900,Paris,Sailing,Sailing,FRA,3-10t,X,Silver
1900,Paris,Sailing,Sailing,USA,3-10t,X,Bronze
1900,Paris,Sailing,Sailing,GBR,3-10t,X,Gold
1900,Paris,Sailing,Sailing,FRA,3-10t,X,Silver
1900,Paris,Sailing,Sailing,GBR,20t+,X,Gold
1900,Paris,Sailing,Sailing,GBR,20t+,X,Silver
1900,Paris,Sailing,Sailing,USA,20t+,X,Bronze
1900,Paris,Sailing,Sailing,FRA,open class,X,Bronze
1900,Paris,Sailing,Sailing,GBR,open class,X,Gold
1900,Paris,Sailing,Sailing,GER,open class,X,Silver
1900,Paris,Shooting,Shooting,FRA,25m rapid pisto,M,Bronze
1900,Paris,Shooting,Shooting,FRA,25m rapid pisto,M,Gold
1900,Paris,Shooting,Shooting,FRA,25m rapid pisto,M,Silver
1900,Paris,Shooting,Shooting,NED,50m army pistol,M,Bronze
1900,Paris,Shooting,Shooting,SUI,50m army pistol,M,Gold
1900,Paris,Shooting,Shooting,FRA,50m army pistol,M,Silver
1900,Paris,Shooting,Shooting,SUI,50m pistol,M,Bronze
1900,Paris,Shooting,Shooting,SUI,50m pistol,M,Gold
1900,Paris,Shooting,Shooting,FRA,50m pistol,M,Silver
1900,Paris,Shooting,Shooting,SUI,"army rifle, 300, 3 positions",M,Gold
1900,Paris,Shooting,Shooting,DEN,"army rifle, 300, 3 positions",M,Silver
1900,Paris,Shooting,Shooting,NOR,"army rifle, 300, 3 positions",M,Bronze
1900,Paris,Shooting,Shooting,BEL,"army rifle, 300, 3 positions",M,Bronze
1900,Paris,Shooting,Shooting,SUI,"army rifle, 300, kneeling",M,Gold
1900,Paris,Shooting,Shooting,SUI,"army rifle, 300, kneeling",M,Silver
1900,Paris,Shooting,Shooting,DEN,"army rifle, 300, kneeling",M,Silver
1900,Paris,Shooting,Shooting,FRA,"army rifle, 300, prone",M,Gold
1900,Paris,Shooting,Shooting,DEN,"army rifle, 300, prone",M,Silver
1900,Paris,Shooting,Shooting,NOR,"army rifle, 300, prone",M,Bronze
1900,Paris,Shooting,Shooting,DEN,"army rifle, 300, standing",M,Gold
1900,Paris,Shooting,Shooting,NOR,"army rifle, 300, standing",M,Silver
1900,Paris,Shooting,Shooting,BEL,"army rifle, 300, standing",M,Bronze
1900,Paris,Shooting,Shooting,FRA,free rifle team,M,Bronze
1900,Paris,Shooting,Shooting,SUI,free rifle team,M,Gold
1900,Paris,Shooting,Shooting,NOR,free rifle team,M,Silver
1900,Paris,Shooting,Shooting,FRA,trap (125),M,Bronze
1900,Paris,Shooting,Shooting,FRA,trap (125),M,Gold
1900,Paris,Shooting,Shooting,FRA,trap (125),M,Silver
1900,Paris,Tennis,Tennis,FRA,doubles,M,Bronze
1900,Paris,Tennis,Tennis,GBR,doubles,M,Bronze
1900,Paris,Tennis,Tennis,GBR,doubles,M,Gold
1900,Paris,Tennis,Tennis,ZZX,doubles,M,Silver
1900,Paris,Tennis,Tennis,ZZX,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,GBR,mixed doubles,X,Gold
1900,Paris,Tennis,Tennis,ZZX,mixed doubles,X,Silver
1900,Paris,Tennis,Tennis,ZZX,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,GBR,singles,M,Bronze
1900,Paris,Tennis,Tennis,GBR,singles,M,Gold
1900,Paris,Tennis,Tennis,GBR,singles,M,Silver
1900,Paris,Tennis,Tennis,GBR,singles,M,Bronze
1900,Paris,Tennis,Tennis,BOH,singles,W,Bronze
1900,Paris,Tennis,Tennis,USA,singles,W,Bronze
1900,Paris,Tennis,Tennis,GBR,singles,W,Gold
1900,Paris,Tennis,Tennis,FRA,singles,W,Silver
1900,Paris,Tug of War,Tug of War,ZZX,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,FRA,tug of war,M,Silver
1904,St Louis,Aquatics,Diving,GER,10m platform,M,Bronze
1904,St Louis,Aquatics,Diving,USA,10m platform,M,Bronze
1904,St Louis,Aquatics,Diving,USA,10m platform,M,Gold
1904,St Louis,Aquatics,Diving,GER,10m platform,M,Silver
1904,St Louis,Aquatics,Diving,USA,plunge for dist,M,Bronze
1904,St Louis,Aquatics,Diving,USA,plunge for dist,M,Gold
1904,St Louis,Aquatics,Diving,USA,plunge for dist,M,Silver
1904,St Louis,Aquatics,Swimming,GER,100m backstroke,M,Bronze
1904,St Louis,Aquatics,Swimming,GER,100m backstroke,M,Gold
1904,St Louis,Aquatics,Swimming,GER,100m backstroke,M,Silver
1904,St Louis,Aquatics,Swimming,USA,100m freestyle,M,Bronze
