,Discipline,Event,Event gender,Medal,NOC,Sport,Year
0,Taekwondo,- 58 kg,M,Bronze,AFG,Taekwondo,2008
1,Sailing,board (division II),M,Silver,AHO,Sailing,1988
2,Boxing,71-75kg,M,Bronze,ALG,Boxing,1984
3,Boxing,71-75kg,M,Bronze,ALG,Boxing,1996
4,Boxing,75 - 81kg (light-heavyweight),M,Bronze,ALG,Boxing,1984
5,Athletics,1500m,W,Gold,ALG,Athletics,1992
6,Athletics,1500m,M,Gold,ALG,Athletics,1996
7,Athletics,1500m,W,Gold,ALG,Athletics,2000
8,Boxing,54 - 57kg (featherweight),M,Bronze,ALG,Boxing,1992
9,Boxing,57 - 60kg (lightweight),M,Gold,ALG,Boxing,1996
10,Cycling Track,5000m,M,Silver,ALG,Cycling,2000
11,Athletics,5000m,M,Silver,ALG,Athletics,2000
12,Boxing,60 - 63.5kg (light-welterweight),M,Bronze,ALG,Boxing,2000
13,Athletics,800m,M,Bronze,ALG,Athletics,2000
14,Athletics,high jump,M,Bronze,ALG,Athletics,2000
15,Jumping,high jump,M,Bronze,ALG,Equestrian,2000
16,Judo,48 - 52kg (half-lightweight),W,Bronze,ALG,Judo,2008
17,Judo,81 - 90kg (middleweight),M,Silver,ALG,Judo,2008
18,Swimming,1500m freestyle,M,Bronze,ANZ,Aquatics,1908
19,Swimming,1500m freestyle,M,Bronze,ANZ,Aquatics,1912
20,Athletics,3500m walk,M,Bronze,ANZ,Athletics,1908
21,Swimming,400m freestyle,M,Silver,ANZ,Aquatics,1908
22,Swimming,400m freestyle,M,Bronze,ANZ,Aquatics,1912
23,Boxing,63.5 - 71.67kg (middleweight),M,Silver,ANZ,Boxing,1908
24,Rugby,rugby,M,Gold,ANZ,Rugby,1908
25,Swimming,100m freestyle,M,Silver,ANZ,Aquatics,1912
26,Swimming,100m freestyle,W,Gold,ANZ,Aquatics,1912
27,Swimming,100m freestyle,W,Silver,ANZ,Aquatics,1912
28,Swimming,4x200m freestyle relay,M,Gold,ANZ,Aquatics,1912
29,Tennis,singles indoor,M,Bronze,ANZ,Tennis,1912
30,Boxing,+ 79.38kg (heavyweight),M,Bronze,ARG,Boxing,1924
31,Boxing,+ 79.38kg (heavyweight),M,Gold,ARG,Boxing,1928
32,Boxing,+ 79.38kg (heavyweight),M,Gold,ARG,Boxing,1932
33,Boxing,+ 79.38kg (heavyweight),M,Silver,ARG,Boxing,1936
34,Boxing,53.52 - 57.15kg (featherweight),M,Bronze,ARG,Boxing,1924
35,Boxing,53.52 - 57.15kg (featherweight),M,Silver,ARG,Boxing,1928
36,Boxing,57.15 - 61.24kg (lightweight),M,Silver,ARG,Boxing,1924
37,Boxing,61.24 - 66.68kg (welterweight),M,Silver,ARG,Boxing,1924
38,Boxing,61.24 - 66.68kg (welterweight),M,Silver,ARG,Boxing,1928
39,Polo,polo,M,Gold,ARG,Polo,1924
40,Polo,polo,M,Gold,ARG,Polo,1936
41,Athletics,triple jump,M,Silver,ARG,Athletics,1924
42,Swimming,400m freestyle,M,Gold,ARG,Aquatics,1928
43,Boxing,72.57 - 79.38kg (light-heavyweight),M,Gold,ARG,Boxing,1928
44,Boxing,72.57 - 79.38kg (light-heavyweight),M,Bronze,ARG,Boxing,1936
45,Fencing,foil team,M,Bronze,ARG,Fencing,1928
46,Football,football,M,Silver,ARG,Football,1928
47,Football,football,M,Silver,ARG,Football,1996
48,Football,football,M,Gold,ARG,Football,2004
49,Football,football,M,Gold,ARG,Football,2008
50,Boxing,54 - 57.15kg (featherweight),M,Gold,ARG,Boxing,1932
51,Boxing,54 - 57.15kg (featherweight),M,Gold,ARG,Boxing,1936
52,Boxing,66.68 - 72.57kg (middleweight),M,Silver,ARG,Boxing,1932
53,Boxing,66.68 - 72.57kg (middleweight),M,Bronze,ARG,Boxing,1936
54,Athletics,marathon,M,Gold,ARG,Athletics,1932
55,Athletics,marathon,M,Gold,ARG,Athletics,1948
56,Athletics,marathon,M,Silver,ARG,Athletics,1952
57,Swimming,100m freestyle,W,Silver,ARG,Aquatics,1936
58,Rowing,coxless pair (2-),M,Bronze,ARG,Rowing,1936
59,Wrestling Free.,+ 80kg (heavyweight),M,Gold,ARG,Wrestling,1948
60,Boxing,+ 80kg (heavyweight),M,Gold,ARG,Boxing,1948
61,Judo,+ 80kg (heavyweight),M,Gold,ARG,Judo,1948
62,Boxing,- 51kg (flyweight),M,Gold,ARG,Boxing,1948
63,Shooting,25m rapid fire pistol (60 shots),M,Silver,ARG,Shooting,1948
64,Sailing,6m,X,Silver,ARG,Sailing,1948
65,Boxing,73 - 80kg (light-heavyweight),M,Bronze,ARG,Boxing,1948
66,Athletics,long jump,W,Silver,ARG,Athletics,1948
67,Weightlifting,"+ 90kg, total (heavyweight)",M,Bronze,ARG,Weightlifting,1952
68,Weightlifting,"+ 90kg, total (heavyweight)",M,Silver,ARG,Weightlifting,1956
69,Boxing,67 - 71kg (light-middleweight),M,Bronze,ARG,Boxing,1952
70,Boxing,75 - 81kg (light-heavyweight),M,Silver,ARG,Boxing,1952
71,Rowing,double sculls (2x),M,Gold,ARG,Rowing,1952
72,Boxing,71-75kg,M,Bronze,ARG,Boxing,1956
73,Boxing,57 - 60kg (lightweight),M,Bronze,ARG,Boxing,1960
74,Sailing,dragon,X,Silver,ARG,Sailing,1960
75,Jumping,individual,X,Silver,ARG,Equestrian,1964
76,Golf,individual,X,Silver,ARG,Golf,1964
77,Roque,individual,X,Silver,ARG,Roque,1964
78,Jeu de Paume,individual,X,Silver,ARG,Jeu de paume,1964
79,Rackets,individual,X,Silver,ARG,Rackets,1964
80,Figure skating,individual,X,Silver,ARG,Skating,1964
81,Dressage,individual,X,Silver,ARG,Equestrian,1964
82,Eventing,individual,X,Silver,ARG,Equestrian,1964
83,Trampoline,individual,X,Silver,ARG,Gymnastics,1964
84,BMX,individual,X,Silver,ARG,Cycling,1964
85,Boxing,63.5 - 67kg (welterweight),M,Bronze,ARG,Boxing,1968
86,Rowing,single sculls (1x),M,Bronze,ARG,Rowing,1968
87,Rowing,single sculls (1x),M,Silver,ARG,Rowing,1972
88,Tennis,singles,W,Silver,ARG,Tennis,1988
89,Table Tennis,singles,W,Silver,ARG,Table Tennis,1988
90,Badminton,singles,W,Silver,ARG,Badminton,1988
91,Volleyball,volleyball,M,Bronze,ARG,Volleyball,1988
92,Tennis,doubles,M,Bronze,ARG,Tennis,1992
93,Table Tennis,doubles,M,Bronze,ARG,Table Tennis,1992
94,Badminton,doubles,M,Bronze,ARG,Badminton,1992
95,Tennis,doubles,W,Bronze,ARG,Tennis,2004
96,Table Tennis,doubles,W,Bronze,ARG,Table Tennis,2004
97,Badminton,doubles,W,Bronze,ARG,Badminton,2004
98,Boxing,54 - 57kg (featherweight),M,Bronze,ARG,Boxing,1996
99,Sailing,board (Mistral),M,Silver,ARG,Sailing,1996
100,Sailing,board (Mistral),M,Silver,ARG,Sailing,2000
101,Sailing,470 - Two Person Dinghy,M,Bronze,ARG,Sailing,2000
102,Hockey,hockey,W,Silver,ARG,Hockey,2000
103,Hockey,hockey,W,Bronze,ARG,Hockey,2004
104,Hockey,hockey,W,Bronze,ARG,Hockey,2008
105,Sailing,single-handed dinghy (Europe),W,Bronze,ARG,Sailing,2000
106,Swimming,400m individual medley,W,Bronze,ARG,Aquatics,2004
107,Sailing,Tornado - Multihull,X,Bronze,ARG,Sailing,2004
108,Sailing,Tornado - Multihull,X,Bronze,ARG,Sailing,2008
109,Basketball,basketball,M,Gold,ARG,Basketball,2004
110,Basketball,basketball,M,Bronze,ARG,Basketball,2008
111,Judo,- 48 kg,W,Bronze,ARG,Judo,2008
112,Cycling Track,Madison,M,Gold,ARG,Cycling,2008
113,Boxing,- 48kg (light-flyweight),M,Silver,ARM,Boxing,1996
114,Wrestling Free.,- 48kg (light-flyweight),M,Silver,ARM,Wrestling,1996
115,Wrestling Gre-R,- 48kg (light-flyweight),M,Silver,ARM,Wrestling,1996
116,Wrestling Free.,48 - 52kg (flyweight),M,Gold,ARM,Wrestling,1996
117,Wrestling Gre-R,48 - 52kg (flyweight),M,Gold,ARM,Wrestling,1996
118,Weightlifting,77kg,M,Bronze,ARM,Weightlifting,2000
119,Weightlifting,77kg,M,Bronze,ARM,Weightlifting,2008
120,Wrestling Free.,- 55kg,M,Bronze,ARM,Wrestling,2008
121,Wrestling Gre-R,- 55kg,M,Bronze,ARM,Wrestling,2008
122,Boxing,57 - 60kg (lightweight),M,Bronze,ARM,Boxing,2008
123,Weightlifting,69kg,M,Bronze,ARM,Weightlifting,2008
124,Weightlifting,85kg,M,Bronze,ARM,Weightlifting,2008
125,Wrestling Free.,96 - 120kg,M,Bronze,ARM,Wrestling,2008
126,Wrestling Gre-R,96 - 120kg,M,Bronze,ARM,Wrestling,2008
127,Athletics,1500m,M,Gold,AUS,Athletics,1896
128,Athletics,1500m,M,Bronze,AUS,Athletics,1956
129,Athletics,1500m,M,Gold,AUS,Athletics,1960
130,Athletics,800m,M,Gold,AUS,Athletics,1896
131,Athletics,800m,W,Silver,AUS,Athletics,1960
132,Athletics,800m,M,Gold,AUS,Athletics,1968
133,Athletics,100m,M,Bronze,AUS,Athletics,1900
134,Athletics,100m,W,Bronze,AUS,Athletics,1948
135,Athletics,100m,W,Bronze,AUS,Athletics,1952
136,Athletics,100m,W,Gold,AUS,Athletics,1952
137,Athletics,100m,M,Bronze,AUS,Athletics,1956
138,Athletics,100m,W,Bronze,AUS,Athletics,1956
139,Athletics,100m,W,Gold,AUS,Athletics,1956
140,Athletics,100m,W,Silver,AUS,Athletics,1972
141,Athletics,200m,M,Bronze,AUS,Athletics,1900
142,Athletics,200m,W,Gold,AUS,Athletics,1952
143,Athletics,200m,W,Bronze,AUS,Athletics,1956
144,Athletics,200m,W,Gold,AUS,Athletics,1956
145,Athletics,200m,W,Bronze,AUS,Athletics,1964
146,Athletics,200m,M,Silver,AUS,Athletics,1968
147,Athletics,200m,W,Bronze,AUS,Athletics,1968
148,Athletics,200m,W,Silver,AUS,Athletics,1968
149,Athletics,200m,W,Silver,AUS,Athletics,1972
150,Swimming,200m freestyle,M,Gold,AUS,Aquatics,1900
151,Swimming,200m freestyle,M,Gold,AUS,Aquatics,1968
152,Swimming,200m freestyle,W,Gold,AUS,Aquatics,1972
153,Swimming,200m freestyle,M,Bronze,AUS,Aquatics,1980
154,Swimming,200m freestyle,M,Gold,AUS,Aquatics,1988
155,Swimming,200m freestyle,M,Bronze,AUS,Aquatics,1996
156,Swimming,200m freestyle,M,Silver,AUS,Aquatics,2000
157,Swimming,200m freestyle,W,Gold,AUS,Aquatics,2000
158,Swimming,200m freestyle,M,Gold,AUS,Aquatics,2004
159,Swimming,200m obstacle event,M,Gold,AUS,Aquatics,1900
160,Athletics,60m,M,Bronze,AUS,Athletics,1900
161,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1920
162,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1924
163,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1924
164,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1928
165,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1948
166,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1956
167,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1960
168,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1960
169,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1964
170,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1964
171,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1968
172,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1972
173,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1976
174,Swimming,1500m freestyle,M,Bronze,AUS,Aquatics,1980
175,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1992
176,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1992
177,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,1996
178,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,1996
179,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,2000
180,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,2000
181,Swimming,1500m freestyle,M,Gold,AUS,Aquatics,2004
182,Swimming,1500m freestyle,M,Silver,AUS,Aquatics,2008
183,Athletics,3000m walk,M,Silver,AUS,Athletics,1920
184,Swimming,4x200m freestyle relay,M,Silver,AUS,Aquatics,1920
185,Swimming,4x200m freestyle relay,M,Silver,AUS,Aquatics,1924
186,Swimming,4x200m freestyle relay,M,Gold,AUS,Aquatics,1956
187,Swimming,4x200m freestyle relay,M,Bronze,AUS,Aquatics,1960
188,Swimming,4x200m freestyle relay,M,Silver,AUS,Aquatics,1968
189,Swimming,4x200m freestyle relay,W,Bronze,AUS,Aquatics,1996
190,Swimming,4x200m freestyle relay,M,Gold,AUS,Aquatics,2000
191,Swimming,4x200m freestyle relay,W,Silver,AUS,Aquatics,2000
192,Swimming,4x200m freestyle relay,M,Silver,AUS,Aquatics,2004
193,Swimming,4x200m freestyle relay,M,Bronze,AUS,Aquatics,2008
194,Swimming,4x200m freestyle relay,W,Gold,AUS,Aquatics,2008
195,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1924
196,Swimming,400m freestyle,M,Silver,AUS,Aquatics,1928
197,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1948
198,Swimming,400m freestyle,M,Gold,AUS,Aquatics,1956
199,Swimming,400m freestyle,W,Gold,AUS,Aquatics,1956
200,Swimming,400m freestyle,W,Silver,AUS,Aquatics,1956
201,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1960
202,Swimming,400m freestyle,M,Gold,AUS,Aquatics,1960
203,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1964
204,Swimming,400m freestyle,W,Bronze,AUS,Aquatics,1968
205,Swimming,400m freestyle,M,Gold,AUS,Aquatics,1972
206,Swimming,400m freestyle,W,Gold,AUS,Aquatics,1972
207,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1984
208,Swimming,400m freestyle,M,Silver,AUS,Aquatics,1988
209,Swimming,400m freestyle,M,Silver,AUS,Aquatics,1992
210,Swimming,400m freestyle,W,Bronze,AUS,Aquatics,1992
211,Swimming,400m freestyle,M,Bronze,AUS,Aquatics,1996
212,Swimming,400m freestyle,M,Gold,AUS,Aquatics,2000
213,Swimming,400m freestyle,M,Gold,AUS,Aquatics,2004
214,Swimming,400m freestyle,M,Silver,AUS,Aquatics,2004
215,Diving,plain high diving,M,Gold,AUS,Aquatics,1924
216,Athletics,triple jump,M,Gold,AUS,Athletics,1924
217,Athletics,triple jump,M,Bronze,AUS,Athletics,1936
218,Athletics,triple jump,M,Silver,AUS,Athletics,1948
219,Cycling Track,1km time trial,M,Bronze,AUS,Cycling,1928
220,Cycling Track,1km time trial,M,Gold,AUS,Cycling,1932
221,Cycling Track,1km time trial,M,Gold,AUS,Cycling,1952
222,Cycling Track,1km time trial,M,Silver,AUS,Cycling,1972
223,Cycling Track,1km time trial,M,Silver,AUS,Cycling,1988
224,Cycling Track,1km time trial,M,Silver,AUS,Cycling,1992
225,Cycling Track,1km time trial,M,Bronze,AUS,Cycling,2000
226,Rowing,single sculls (1x),M,Gold,AUS,Rowing,1928
227,Rowing,single sculls (1x),M,Gold,AUS,Rowing,1932
228,Rowing,single sculls (1x),M,Gold,AUS,Rowing,1948
229,Rowing,single sculls (1x),M,Silver,AUS,Rowing,1952
230,Rowing,single sculls (1x),M,Silver,AUS,Rowing,1956
231,Swimming,100m backstroke,W,Silver,AUS,Aquatics,1932
232,Swimming,100m backstroke,W,Bronze,AUS,Aquatics,1948
233,Swimming,100m backstroke,M,Gold,AUS,Aquatics,1956
234,Swimming,100m backstroke,M,Silver,AUS,Aquatics,1956
235,Swimming,100m backstroke,M,Gold,AUS,Aquatics,1960
236,Swimming,100m backstroke,M,Silver,AUS,Aquatics,2000
237,Swimming,100m backstroke,M,Bronze,AUS,Aquatics,2008
238,Swimming,200m breaststroke,W,Gold,AUS,Aquatics,1932
239,Swimming,200m breaststroke,W,Silver,AUS,Aquatics,1948
240,Swimming,200m breaststroke,M,Gold,AUS,Aquatics,1952
241,Swimming,200m breaststroke,M,Gold,AUS,Aquatics,1964
242,Swimming,200m breaststroke,W,Gold,AUS,Aquatics,1972
243,Swimming,200m breaststroke,M,Silver,AUS,Aquatics,1984
244,Swimming,200m breaststroke,W,Silver,AUS,Aquatics,2004
245,Swimming,200m breaststroke,M,Silver,AUS,Aquatics,2008
246,Swimming,200m breaststroke,W,Silver,AUS,Aquatics,2008
247,Wrestling Free.,79 - 87kg (light-heavyweight),M,Bronze,AUS,Wrestling,1932
248,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Bronze,AUS,Wrestling,1932
249,Wrestling Free.,+ 87kg (heavyweight),M,Bronze,AUS,Wrestling,1948
250,Athletics,4x100m relay,W,Silver,AUS,Athletics,1948
251,Athletics,4x100m relay,W,Gold,AUS,Athletics,1956
252,Wrestling Free.,67 - 73kg (welterweight),M,Silver,AUS,Wrestling,1948
253,Wrestling Gre-R,67 - 73kg (welterweight),M,Silver,AUS,Wrestling,1948
254,Athletics,80m hurdles,W,Bronze,AUS,Athletics,1948
255,Athletics,80m hurdles,W,Gold,AUS,Athletics,1952
256,Athletics,80m hurdles,W,Bronze,AUS,Athletics,1956
257,Athletics,80m hurdles,W,Gold,AUS,Athletics,1956
258,Athletics,80m hurdles,W,Bronze,AUS,Athletics,1964
259,Athletics,80m hurdles,W,Gold,AUS,Athletics,1968
260,Athletics,80m hurdles,W,Silver,AUS,Athletics,1968
261,Athletics,high jump,M,Gold,AUS,Athletics,1948
262,Jumping,high jump,M,Gold,AUS,Equestrian,1948
263,Athletics,high jump,M,Silver,AUS,Athletics,1956
264,Jumping,high jump,M,Silver,AUS,Equestrian,1956
265,Athletics,high jump,W,Silver,AUS,Athletics,1964
266,Jumping,high jump,W,Silver,AUS,Equestrian,1964
267,Athletics,high jump,M,Bronze,AUS,Athletics,1992
268,Jumping,high jump,M,Bronze,AUS,Equestrian,1992
269,Athletics,long jump,M,Silver,AUS,Athletics,1948
270,Athletics,long jump,M,Silver,AUS,Athletics,1984
271,Athletics,long jump,M,Silver,AUS,Athletics,2000
272,Cycling Track,2000m tandem,M,Gold,AUS,Cycling,1952
273,Cycling Track,2000m tandem,M,Gold,AUS,Cycling,1956
274,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Bronze,AUS,Weightlifting,1952
275,Cycling Track,Sprint indivual,M,Silver,AUS,Cycling,1952
276,Cycling Track,Sprint indivual,M,Bronze,AUS,Cycling,1956
277,Cycling Track,Sprint indivual,M,Silver,AUS,Cycling,1972
278,Cycling Track,Sprint indivual,M,Bronze,AUS,Cycling,1988
279,Cycling Track,Sprint indivual,M,Silver,AUS,Cycling,1992
280,Cycling Track,Sprint indivual,M,Gold,AUS,Cycling,2004
281,Rowing,eight with coxswain (8+),M,Bronze,AUS,Rowing,1952
282,Rowing,eight with coxswain (8+),M,Bronze,AUS,Rowing,1956
283,Rowing,eight with coxswain (8+),M,Silver,AUS,Rowing,1968
284,Rowing,eight with coxswain (8+),M,Bronze,AUS,Rowing,1984
285,Rowing,eight with coxswain (8+),M,Silver,AUS,Rowing,2000
286,Rowing,eight with coxswain (8+),M,Bronze,AUS,Rowing,2004
287,Athletics,10000m,M,Bronze,AUS,Athletics,1956
288,Athletics,10000m,M,Bronze,AUS,Athletics,1960
289,Athletics,10000m,M,Bronze,AUS,Athletics,1964
290,Swimming,100m freestyle,M,Bronze,AUS,Aquatics,1956
291,Swimming,100m freestyle,M,Gold,AUS,Aquatics,1956
292,Swimming,100m freestyle,M,Silver,AUS,Aquatics,1956
293,Swimming,100m freestyle,W,Bronze,AUS,Aquatics,1956
294,Swimming,100m freestyle,W,Gold,AUS,Aquatics,1956
295,Swimming,100m freestyle,W,Silver,AUS,Aquatics,1956
296,Swimming,100m freestyle,M,Gold,AUS,Aquatics,1960
297,Swimming,100m freestyle,W,Gold,AUS,Aquatics,1960
298,Swimming,100m freestyle,W,Gold,AUS,Aquatics,1964
299,Swimming,100m freestyle,M,Gold,AUS,Aquatics,1968
300,Swimming,100m freestyle,W,Bronze,AUS,Aquatics,1972
301,Swimming,100m freestyle,M,Silver,AUS,Aquatics,1984
302,Swimming,100m freestyle,M,Bronze,AUS,Aquatics,2004
303,Swimming,100m freestyle,W,Gold,AUS,Aquatics,2004
304,Swimming,100m freestyle,M,Silver,AUS,Aquatics,2008
305,Swimming,100m freestyle,W,Silver,AUS,Aquatics,2008
306,Swimming,4x100m freestyle relay,W,Gold,AUS,Aquatics,1956
307,Swimming,4x100m freestyle relay,W,Silver,AUS,Aquatics,1960
308,Swimming,4x100m freestyle relay,M,Bronze,AUS,Aquatics,1964
309,Swimming,4x100m freestyle relay,W,Silver,AUS,Aquatics,1964
310,Swimming,4x100m freestyle relay,M,Bronze,AUS,Aquatics,1968
311,Swimming,4x100m freestyle relay,M,Silver,AUS,Aquatics,1984
312,Swimming,4x100m freestyle relay,M,Gold,AUS,Aquatics,2000
313,Swimming,4x100m freestyle relay,W,Gold,AUS,Aquatics,2004
314,Swimming,4x100m freestyle relay,M,Bronze,AUS,Aquatics,2008
315,Swimming,4x100m freestyle relay,W,Bronze,AUS,Aquatics,2008
316,Athletics,4x400m relay,M,Silver,AUS,Athletics,1956
317,Athletics,4x400m relay,M,Silver,AUS,Athletics,2004
318,Sailing,5.5m,X,Bronze,AUS,Sailing,1956
319,Sailing,5.5m,X,Gold,AUS,Sailing,1964
320,Boxing,63.5 - 67kg (welterweight),M,Bronze,AUS,Boxing,1956
321,Canoe / Kayak F,K-2 10000m,M,Bronze,AUS,Canoe / Kayak,1956
322,Rowing,double sculls (2x),M,Bronze,AUS,Rowing,1956
323,Rowing,double sculls (2x),M,Gold,AUS,Rowing,1992
324,Rowing,double sculls (2x),M,Gold,AUS,Rowing,2008
325,Sailing,sharpie 12m2,X,Silver,AUS,Sailing,1956
326,Swimming,100m butterfly,W,Bronze,AUS,Aquatics,1960
327,Swimming,100m butterfly,W,Gold,AUS,Aquatics,1968
328,Swimming,100m butterfly,M,Bronze,AUS,Aquatics,1984
329,Swimming,100m butterfly,M,Silver,AUS,Aquatics,1996
330,Swimming,100m butterfly,M,Bronze,AUS,Aquatics,2000
331,Swimming,100m butterfly,M,Silver,AUS,Aquatics,2000
332,Swimming,100m butterfly,W,Gold,AUS,Aquatics,2004
333,Swimming,100m butterfly,M,Bronze,AUS,Aquatics,2008
334,Swimming,100m butterfly,W,Bronze,AUS,Aquatics,2008
335,Swimming,100m butterfly,W,Gold,AUS,Aquatics,2008
336,Swimming,200m butterfly,M,Silver,AUS,Aquatics,1960
337,Swimming,200m butterfly,M,Gold,AUS,Aquatics,1964
338,Swimming,200m butterfly,W,Bronze,AUS,Aquatics,1980
339,Swimming,200m butterfly,M,Gold,AUS,Aquatics,1984
340,Swimming,200m butterfly,W,Silver,AUS,Aquatics,1984
341,Swimming,200m butterfly,W,Bronze,AUS,Aquatics,1992
342,Swimming,200m butterfly,M,Bronze,AUS,Aquatics,1996
343,Swimming,200m butterfly,W,Gold,AUS,Aquatics,1996
344,Swimming,200m butterfly,W,Silver,AUS,Aquatics,1996
345,Swimming,200m butterfly,M,Bronze,AUS,Aquatics,2000
346,Swimming,200m butterfly,W,Bronze,AUS,Aquatics,2000
347,Swimming,200m butterfly,W,Silver,AUS,Aquatics,2000
348,Swimming,200m butterfly,W,Silver,AUS,Aquatics,2004
349,Swimming,200m butterfly,W,Bronze,AUS,Aquatics,2008
350,Athletics,20km walk,M,Silver,AUS,Athletics,1960
351,Athletics,20km walk,M,Bronze,AUS,Athletics,2004
352,Athletics,20km walk,M,Bronze,AUS,Athletics,2008
353,Swimming,4x100m medley relay,M,Silver,AUS,Aquatics,1960
354,Swimming,4x100m medley relay,W,Silver,AUS,Aquatics,1960
355,Swimming,4x100m medley relay,M,Bronze,AUS,Aquatics,1964
356,Swimming,4x100m medley relay,W,Silver,AUS,Aquatics,1968
357,Swimming,4x100m medley relay,M,Gold,AUS,Aquatics,1980
358,Swimming,4x100m medley relay,M,Bronze,AUS,Aquatics,1984
359,Swimming,4x100m medley relay,M,Bronze,AUS,Aquatics,1996
360,Swimming,4x100m medley relay,W,Silver,AUS,Aquatics,1996
361,Swimming,4x100m medley relay,M,Silver,AUS,Aquatics,2000
362,Swimming,4x100m medley relay,W,Silver,AUS,Aquatics,2000
363,Swimming,4x100m medley relay,W,Gold,AUS,Aquatics,2004
364,Swimming,4x100m medley relay,M,Silver,AUS,Aquatics,2008
365,Swimming,4x100m medley relay,W,Gold,AUS,Aquatics,2008
366,Boxing,51 - 54kg (bantamweight),M,Bronze,AUS,Boxing,1960
367,Boxing,75 - 81kg (light-heavyweight),M,Bronze,AUS,Boxing,1960
368,Jumping,individual,X,Gold,AUS,Equestrian,1960
369,Jumping,individual,X,Silver,AUS,Equestrian,1960
370,Golf,individual,X,Gold,AUS,Golf,1960
371,Golf,individual,X,Silver,AUS,Golf,1960
372,Roque,individual,X,Gold,AUS,Roque,1960
373,Roque,individual,X,Silver,AUS,Roque,1960
374,Jeu de Paume,individual,X,Gold,AUS,Jeu de paume,1960
375,Jeu de Paume,individual,X,Silver,AUS,Jeu de paume,1960
376,Rackets,individual,X,Gold,AUS,Rackets,1960
377,Rackets,individual,X,Silver,AUS,Rackets,1960
378,Figure skating,individual,X,Gold,AUS,Skating,1960
379,Figure skating,individual,X,Silver,AUS,Skating,1960
380,Dressage,individual,X,Gold,AUS,Equestrian,1960
381,Dressage,individual,X,Silver,AUS,Equestrian,1960
382,Eventing,individual,X,Gold,AUS,Equestrian,1960
383,Eventing,individual,X,Silver,AUS,Equestrian,1960
384,Trampoline,individual,X,Gold,AUS,Gymnastics,1960
385,Trampoline,individual,X,Silver,AUS,Gymnastics,1960
386,BMX,individual,X,Gold,AUS,Cycling,1960
387,BMX,individual,X,Silver,AUS,Cycling,1960
388,Jumping,individual,X,Gold,AUS,Equestrian,1992
389,Golf,individual,X,Gold,AUS,Golf,1992
390,Roque,individual,X,Gold,AUS,Roque,1992
391,Jeu de Paume,individual,X,Gold,AUS,Jeu de paume,1992
392,Rackets,individual,X,Gold,AUS,Rackets,1992
393,Figure skating,individual,X,Gold,AUS,Skating,1992
394,Dressage,individual,X,Gold,AUS,Equestrian,1992
395,Eventing,individual,X,Gold,AUS,Equestrian,1992
396,Trampoline,individual,X,Gold,AUS,Gymnastics,1992
397,BMX,individual,X,Gold,AUS,Cycling,1992
398,Jumping,individual,M,Silver,AUS,Equestrian,2000
399,Jumping,individual,X,Silver,AUS,Equestrian,2000
400,Golf,individual,M,Silver,AUS,Golf,2000
401,Golf,individual,X,Silver,AUS,Golf,2000
402,Roque,individual,M,Silver,AUS,Roque,2000
403,Roque,individual,X,Silver,AUS,Roque,2000
404,Jeu de Paume,individual,M,Silver,AUS,Jeu de paume,2000
405,Jeu de Paume,individual,X,Silver,AUS,Jeu de paume,2000
406,Rackets,individual,M,Silver,AUS,Rackets,2000
407,Rackets,individual,X,Silver,AUS,Rackets,2000
408,Figure skating,individual,M,Silver,AUS,Skating,2000
409,Figure skating,individual,X,Silver,AUS,Skating,2000
410,Dressage,individual,M,Silver,AUS,Equestrian,2000
411,Dressage,individual,X,Silver,AUS,Equestrian,2000
412,Eventing,individual,M,Silver,AUS,Equestrian,2000
413,Eventing,individual,X,Silver,AUS,Equestrian,2000
414,Trampoline,individual,M,Silver,AUS,Gymnastics,2000
415,Trampoline,individual,X,Silver,AUS,Gymnastics,2000
416,BMX,individual,M,Silver,AUS,Cycling,2000
417,BMX,individual,X,Silver,AUS,Cycling,2000
418,Golf,team,X,Gold,AUS,Golf,1960
