,Discipline,Event,Event gender,Medal,NOC,Sport,Year
3030,Judo,81 - 90kg (middleweight),M,Bronze,EGY,Judo,2008
3031,Athletics,10000m,M,Bronze,ERI,Athletics,2004
3032,Basque Pelota,cesta punta,M,Gold,ESP,Basque Pelota,1900
3033,Football,football,M,Silver,ESP,Football,1920
3034,Football,football,M,Gold,ESP,Football,1992
3035,Football,football,M,Silver,ESP,Football,2000
3036,Polo,polo,M,Silver,ESP,Polo,1920
3037,Golf,team,X,Gold,ESP,Golf,1928
3038,Eventing,team,X,Gold,ESP,Equestrian,1928
3039,Jumping,team,X,Gold,ESP,Equestrian,1928
3040,Dressage,team,X,Gold,ESP,Equestrian,1928
3041,Synchronized S.,team,X,Gold,ESP,Aquatics,1928
3042,Table Tennis,team,X,Gold,ESP,Table Tennis,1928
3043,Golf,team,X,Silver,ESP,Golf,1948
3044,Eventing,team,X,Silver,ESP,Equestrian,1948
3045,Jumping,team,X,Silver,ESP,Equestrian,1948
3046,Dressage,team,X,Silver,ESP,Equestrian,1948
3047,Synchronized S.,team,X,Silver,ESP,Aquatics,1948
3048,Table Tennis,team,X,Silver,ESP,Table Tennis,1948
3049,Golf,team,X,Silver,ESP,Golf,2004
3050,Eventing,team,X,Silver,ESP,Equestrian,2004
3051,Jumping,team,X,Silver,ESP,Equestrian,2004
3052,Dressage,team,X,Silver,ESP,Equestrian,2004
3053,Synchronized S.,team,X,Silver,ESP,Aquatics,2004
3054,Table Tennis,team,X,Silver,ESP,Table Tennis,2004
3055,Golf,team,W,Silver,ESP,Golf,2008
3056,Eventing,team,W,Silver,ESP,Equestrian,2008
3057,Jumping,team,W,Silver,ESP,Equestrian,2008
3058,Dressage,team,W,Silver,ESP,Equestrian,2008
3059,Synchronized S.,team,W,Silver,ESP,Aquatics,2008
3060,Table Tennis,team,W,Silver,ESP,Table Tennis,2008
3061,Sailing,olympic class monotype,X,Bronze,ESP,Sailing,1932
3062,Shooting,50m pistol (60 shots),M,Silver,ESP,Shooting,1952
3063,Hockey,hockey,M,Bronze,ESP,Hockey,1960
3064,Hockey,hockey,M,Silver,ESP,Hockey,1980
3065,Hockey,hockey,W,Gold,ESP,Hockey,1992
3066,Hockey,hockey,M,Silver,ESP,Hockey,1996
3067,Hockey,hockey,M,Silver,ESP,Hockey,2008
3068,Boxing,- 48kg (light-flyweight),M,Bronze,ESP,Boxing,1972
3069,Wrestling Free.,- 48kg (light-flyweight),M,Bronze,ESP,Wrestling,1972
3070,Wrestling Gre-R,- 48kg (light-flyweight),M,Bronze,ESP,Wrestling,1972
3071,Boxing,- 48kg (light-flyweight),M,Bronze,ESP,Boxing,1996
3072,Wrestling Free.,- 48kg (light-flyweight),M,Bronze,ESP,Wrestling,1996
3073,Wrestling Gre-R,- 48kg (light-flyweight),M,Bronze,ESP,Wrestling,1996
3074,Boxing,- 48kg (light-flyweight),M,Silver,ESP,Boxing,2000
3075,Wrestling Free.,- 48kg (light-flyweight),M,Silver,ESP,Wrestling,2000
3076,Wrestling Gre-R,- 48kg (light-flyweight),M,Silver,ESP,Wrestling,2000
3077,Sailing,470 - Two Person Dinghy,M,Silver,ESP,Sailing,1976
3078,Sailing,470 - Two Person Dinghy,M,Gold,ESP,Sailing,1984
3079,Sailing,470 - Two Person Dinghy,M,Gold,ESP,Sailing,1992
3080,Sailing,470 - Two Person Dinghy,W,Gold,ESP,Sailing,1992
3081,Sailing,470 - Two Person Dinghy,W,Gold,ESP,Sailing,1996
3082,Sailing,470 - Two Person Dinghy,W,Silver,ESP,Sailing,2004
3083,Canoe / Kayak F,K-4 1000m (kayak four),M,Silver,ESP,Canoe / Kayak,1976
3084,Swimming,100m butterfly,M,Bronze,ESP,Aquatics,1980
3085,Athletics,50km walk,M,Silver,ESP,Athletics,1980
3086,Athletics,50km walk,M,Bronze,ESP,Athletics,1996
3087,Canoe / Kayak F,K-2 1000m (kayak double),M,Bronze,ESP,Canoe / Kayak,1980
3088,Canoe / Kayak F,K-2 500m (kayak double),M,Silver,ESP,Canoe / Kayak,1980
3089,Canoe / Kayak F,K-2 500m (kayak double),M,Gold,ESP,Canoe / Kayak,2008
3090,Sailing,flying dutchman,X,Gold,ESP,Sailing,1980
3091,Sailing,flying dutchman,X,Gold,ESP,Sailing,1992
3092,Athletics,1500m,M,Bronze,ESP,Athletics,1984
3093,Athletics,1500m,M,Gold,ESP,Athletics,1992
3094,Athletics,1500m,M,Silver,ESP,Athletics,1996
3095,Canoe / Kayak F,C-2 500m (canoe double),M,Bronze,ESP,Canoe / Kayak,1984
3096,Basketball,basketball,M,Silver,ESP,Basketball,1984
3097,Basketball,basketball,M,Silver,ESP,Basketball,2008
3098,Rowing,coxless pair (2-),M,Silver,ESP,Rowing,1984
3099,Swimming,200m breaststroke,M,Bronze,ESP,Aquatics,1988
3100,Tennis,doubles,M,Silver,ESP,Tennis,1988
3101,Table Tennis,doubles,M,Silver,ESP,Table Tennis,1988
3102,Badminton,doubles,M,Silver,ESP,Badminton,1988
3103,Tennis,doubles,W,Silver,ESP,Tennis,1992
3104,Table Tennis,doubles,W,Silver,ESP,Table Tennis,1992
3105,Badminton,doubles,W,Silver,ESP,Badminton,1992
3106,Tennis,doubles,W,Bronze,ESP,Tennis,1996
3107,Table Tennis,doubles,W,Bronze,ESP,Table Tennis,1996
3108,Badminton,doubles,W,Bronze,ESP,Badminton,1996
3109,Tennis,doubles,M,Bronze,ESP,Tennis,2000
3110,Table Tennis,doubles,M,Bronze,ESP,Table Tennis,2000
3111,Badminton,doubles,M,Bronze,ESP,Badminton,2000
3112,Tennis,doubles,W,Silver,ESP,Tennis,2008
3113,Table Tennis,doubles,W,Silver,ESP,Table Tennis,2008
3114,Badminton,doubles,W,Silver,ESP,Badminton,2008
3115,Sailing,single-handed dinghy (Finn),M,Gold,ESP,Sailing,1988
3116,Sailing,single-handed dinghy (Finn),M,Gold,ESP,Sailing,1992
3117,Sailing,single-handed dinghy (Finn),M,Silver,ESP,Sailing,2004
3118,Shooting,skeet (125 targets),X,Bronze,ESP,Shooting,1988
3119,Cycling Track,1km time trial,M,Gold,ESP,Cycling,1992
3120,Swimming,200m backstroke,M,Gold,ESP,Aquatics,1992
3121,Athletics,20km walk,M,Gold,ESP,Athletics,1992
3122,Athletics,20km walk,M,Silver,ESP,Athletics,2004
3123,Judo,48 - 52kg (half-lightweight),W,Gold,ESP,Judo,1992
3124,Judo,52 - 56kg (lightweight),W,Gold,ESP,Judo,1992
3125,Judo,52 - 56kg (lightweight),W,Bronze,ESP,Judo,1996
3126,Boxing,54 - 57kg (featherweight),M,Silver,ESP,Boxing,1992
3127,Athletics,decathlon,M,Silver,ESP,Athletics,1992
3128,Artistic G.,individual all-round,W,Silver,ESP,Gymnastics,1992
3129,Rhythmic G.,individual all-round,W,Silver,ESP,Gymnastics,1992
3130,Athletics,pole vault,M,Bronze,ESP,Athletics,1992
3131,Sailing,single-handed dinghy (Europe),W,Silver,ESP,Sailing,1992
3132,Tennis,singles,M,Silver,ESP,Tennis,1992
3133,Tennis,singles,W,Bronze,ESP,Tennis,1992
3134,Table Tennis,singles,M,Silver,ESP,Table Tennis,1992
3135,Table Tennis,singles,W,Bronze,ESP,Table Tennis,1992
3136,Badminton,singles,M,Silver,ESP,Badminton,1992
3137,Badminton,singles,W,Bronze,ESP,Badminton,1992
3138,Tennis,singles,M,Silver,ESP,Tennis,1996
3139,Tennis,singles,W,Silver,ESP,Tennis,1996
3140,Table Tennis,singles,M,Silver,ESP,Table Tennis,1996
3141,Table Tennis,singles,W,Silver,ESP,Table Tennis,1996
3142,Badminton,singles,M,Silver,ESP,Badminton,1996
3143,Badminton,singles,W,Silver,ESP,Badminton,1996
3144,Tennis,singles,M,Gold,ESP,Tennis,2008
3145,Table Tennis,singles,M,Gold,ESP,Table Tennis,2008
3146,Badminton,singles,M,Gold,ESP,Badminton,2008
3147,Archery,team (FITA Olympic round - 70m),M,Gold,ESP,Archery,1992
3148,Water polo,water polo,M,Silver,ESP,Aquatics,1992
3149,Water polo,water polo,M,Gold,ESP,Aquatics,1996
3150,Judo,+ 100kg (heavyweight),M,Silver,ESP,Judo,1996
3151,Judo,- 48kg (extra-lightweight),W,Bronze,ESP,Judo,1996
3152,Sailing,Tornado - Multihull,X,Gold,ESP,Sailing,1996
3153,Sailing,Tornado - Multihull,X,Gold,ESP,Sailing,2008
3154,Rhythmic G.,group competition,W,Gold,ESP,Gymnastics,1996
3155,Handball,handball,M,Bronze,ESP,Handball,1996
3156,Handball,handball,M,Bronze,ESP,Handball,2000
3157,Handball,handball,M,Bronze,ESP,Handball,2008
3158,Cycling Road,individual time trial,M,Gold,ESP,Cycling,1996
3159,Cycling Road,individual time trial,M,Silver,ESP,Cycling,1996
3160,Taekwondo,- 58 kg,M,Silver,ESP,Taekwondo,2000
3161,Swimming,100m backstroke,W,Bronze,ESP,Aquatics,2000
3162,Athletics,20km race walk,W,Bronze,ESP,Athletics,2000
3163,Judo,52 - 57kg (lightweight),W,Gold,ESP,Judo,2000
3164,Cycling Track,Points Race,M,Gold,ESP,Cycling,2000
3165,Cycling Track,Points Race,M,Silver,ESP,Cycling,2004
3166,Cycling Track,Points Race,M,Gold,ESP,Cycling,2008
3167,Mountain Bike,cross-country,W,Bronze,ESP,Cycling,2000
3168,Mountain Bike,cross-country,M,Silver,ESP,Cycling,2004
3169,Artistic G.,vault,M,Gold,ESP,Gymnastics,2000
3170,Artistic G.,vault,M,Gold,ESP,Gymnastics,2004
3171,Sailing,49er - Skiff,X,Gold,ESP,Sailing,2004
3172,Sailing,49er - Skiff,X,Silver,ESP,Sailing,2008
3173,Canoe / Kayak F,C-1 1000m (canoe single),M,Gold,ESP,Canoe / Kayak,2004
3174,Canoe / Kayak F,C-1 1000m (canoe single),M,Silver,ESP,Canoe / Kayak,2008
3175,Canoe / Kayak F,C-1 500m (canoe single),M,Silver,ESP,Canoe / Kayak,2004
3176,Canoe / Kayak F,C-1 500m (canoe single),M,Silver,ESP,Canoe / Kayak,2008
3177,Cycling Track,Individual Pursuit,M,Bronze,ESP,Cycling,2004
3178,Cycling Track,Keirin,M,Silver,ESP,Cycling,2004
3179,Cycling Track,Team Pursuit (4000m),M,Bronze,ESP,Cycling,2004
3180,Beach volley.,beach volleyball,M,Silver,ESP,Volleyball,2004
3181,Artistic G.,floor exercises,W,Bronze,ESP,Gymnastics,2004
3182,Artistic G.,floor exercises,M,Silver,ESP,Gymnastics,2008
3183,Jumping,individual,X,Bronze,ESP,Equestrian,2004
3184,Golf,individual,X,Bronze,ESP,Golf,2004
3185,Roque,individual,X,Bronze,ESP,Roque,2004
3186,Jeu de Paume,individual,X,Bronze,ESP,Jeu de paume,2004
3187,Rackets,individual,X,Bronze,ESP,Rackets,2004
3188,Figure skating,individual,X,Bronze,ESP,Skating,2004
3189,Dressage,individual,X,Bronze,ESP,Equestrian,2004
3190,Eventing,individual,X,Bronze,ESP,Equestrian,2004
3191,Trampoline,individual,X,Bronze,ESP,Gymnastics,2004
3192,BMX,individual,X,Bronze,ESP,Cycling,2004
3193,Athletics,long jump,M,Bronze,ESP,Athletics,2004
3194,Shooting,trap (75 targets),W,Silver,ESP,Shooting,2004
3195,Cycling Track,Madison,M,Silver,ESP,Cycling,2008
3196,Synchronized S.,duet,W,Silver,ESP,Aquatics,2008
3197,Cycling Road,individual road race,M,Gold,ESP,Cycling,2008
3198,Cycling Track,points race,W,Bronze,ESP,Cycling,2008
3199,Fencing,épée individual,M,Bronze,ESP,Fencing,2008
3200,Weightlifting,"- 60kg, one-two hand 3 events (featherweight)",M,Silver,EST,Weightlifting,1920
3201,Weightlifting,"60 - 67.5kg, one-two hand 3 events (lightweight)",M,Gold,EST,Weightlifting,1920
3202,Athletics,marathon,M,Silver,EST,Athletics,1920
3203,Weightlifting,"+ 82.5kg, one-two hand 5 events (heavyweight)",M,Bronze,EST,Weightlifting,1924
3204,Wrestling Gre-R,- 58kg (bantamweight),M,Gold,EST,Wrestling,1924
3205,Wrestling Gre-R,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1924
3206,Wrestling Free.,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1924
3207,Wrestling Gre-R,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1928
3208,Wrestling Free.,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1928
3209,Weightlifting,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Bronze,EST,Weightlifting,1924
3210,Weightlifting,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Silver,EST,Weightlifting,1924
3211,Athletics,decathlon,M,Bronze,EST,Athletics,1924
3212,Athletics,decathlon,M,Gold,EST,Athletics,2000
3213,Weightlifting,"+ 82.5kg, total (heavyweight)",M,Silver,EST,Weightlifting,1928
3214,Weightlifting,"+ 82.5kg, total (heavyweight)",M,Bronze,EST,Weightlifting,1936
3215,Wrestling Gre-R,58 - 60kg (featherweight),M,Gold,EST,Wrestling,1928
3216,Wrestling Free.,61 - 66kg (lightweight),M,Gold,EST,Wrestling,1928
3217,Wrestling Gre-R,61 - 66kg (lightweight),M,Gold,EST,Wrestling,1928
3218,Wrestling Free.,61 - 66kg (lightweight),M,Bronze,EST,Wrestling,1936
3219,Wrestling Gre-R,61 - 66kg (lightweight),M,Bronze,EST,Wrestling,1936
3220,Sailing,6m,X,Bronze,EST,Sailing,1928
3221,Wrestling Free.,+ 87kg (heavyweight),M,Gold,EST,Wrestling,1936
3222,Wrestling Gre-R,+ 87kg (super heavyweight),M,Gold,EST,Wrestling,1936
3223,Boxing,57.15 - 61.24kg (lightweight),M,Silver,EST,Boxing,1936
3224,Wrestling Free.,79 - 87kg (light-heavyweight),M,Bronze,EST,Wrestling,1936
3225,Wrestling Free.,79 - 87kg (light-heavyweight),M,Silver,EST,Wrestling,1936
3226,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Bronze,EST,Wrestling,1936
3227,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Silver,EST,Wrestling,1936
3228,Sailing,470 - Two Person Dinghy,M,Bronze,EST,Sailing,1992
3229,Cycling Track,sprint,W,Gold,EST,Cycling,1992
3230,Judo,+ 100kg (heavyweight),M,Bronze,EST,Judo,2000
3231,Judo,+ 100kg (heavyweight),M,Bronze,EST,Judo,2004
3232,Judo,73 - 81kg (half-middleweight),M,Bronze,EST,Judo,2000
3233,Athletics,discus throw,M,Bronze,EST,Athletics,2004
3234,Athletics,discus throw,M,Gold,EST,Athletics,2008
3235,Rowing,single sculls (1x),M,Silver,EST,Rowing,2004
3236,Rowing,double sculls (2x),M,Silver,EST,Rowing,2008
3237,Athletics,marathon,M,Gold,ETH,Athletics,1960
3238,Athletics,marathon,M,Gold,ETH,Athletics,1964
3239,Athletics,marathon,M,Gold,ETH,Athletics,1968
3240,Athletics,marathon,M,Bronze,ETH,Athletics,1972
3241,Athletics,marathon,W,Gold,ETH,Athletics,1996
3242,Athletics,marathon,M,Bronze,ETH,Athletics,2000
3243,Athletics,marathon,M,Gold,ETH,Athletics,2000
3244,Athletics,marathon,M,Bronze,ETH,Athletics,2008
3245,Athletics,10000m,M,Silver,ETH,Athletics,1968
3246,Athletics,10000m,M,Bronze,ETH,Athletics,1972
3247,Athletics,10000m,M,Bronze,ETH,Athletics,1980
3248,Athletics,10000m,M,Gold,ETH,Athletics,1980
3249,Athletics,10000m,M,Bronze,ETH,Athletics,1992
3250,Athletics,10000m,W,Gold,ETH,Athletics,1992
3251,Athletics,10000m,M,Gold,ETH,Athletics,1996
3252,Athletics,10000m,W,Bronze,ETH,Athletics,1996
3253,Athletics,10000m,M,Bronze,ETH,Athletics,2000
3254,Athletics,10000m,M,Gold,ETH,Athletics,2000
3255,Athletics,10000m,W,Gold,ETH,Athletics,2000
3256,Athletics,10000m,W,Silver,ETH,Athletics,2000
3257,Athletics,10000m,M,Gold,ETH,Athletics,2004
3258,Athletics,10000m,M,Silver,ETH,Athletics,2004
3259,Athletics,10000m,W,Bronze,ETH,Athletics,2004
3260,Athletics,10000m,W,Silver,ETH,Athletics,2004
3261,Athletics,10000m,M,Gold,ETH,Athletics,2008
3262,Athletics,10000m,M,Silver,ETH,Athletics,2008
3263,Athletics,10000m,W,Gold,ETH,Athletics,2008
3264,Athletics,3000m steeplechase,M,Bronze,ETH,Athletics,1980
3265,Cycling Track,5000m,M,Gold,ETH,Cycling,1980
3266,Athletics,5000m,M,Gold,ETH,Athletics,1980
3267,Cycling Track,5000m,M,Bronze,ETH,Cycling,1992
3268,Athletics,5000m,M,Bronze,ETH,Athletics,1992
3269,Cycling Track,5000m,M,Gold,ETH,Cycling,2000
3270,Cycling Track,5000m,W,Bronze,ETH,Cycling,2000
3271,Athletics,5000m,M,Gold,ETH,Athletics,2000
3272,Athletics,5000m,W,Bronze,ETH,Athletics,2000
3273,Cycling Track,5000m,M,Silver,ETH,Cycling,2004
3274,Cycling Track,5000m,W,Bronze,ETH,Cycling,2004
3275,Cycling Track,5000m,W,Gold,ETH,Cycling,2004
3276,Athletics,5000m,M,Silver,ETH,Athletics,2004
3277,Athletics,5000m,W,Bronze,ETH,Athletics,2004
3278,Athletics,5000m,W,Gold,ETH,Athletics,2004
3279,Cycling Track,5000m,M,Gold,ETH,Cycling,2008
3280,Cycling Track,5000m,W,Bronze,ETH,Cycling,2008
3281,Cycling Track,5000m,W,Gold,ETH,Cycling,2008
3282,Athletics,5000m,M,Gold,ETH,Athletics,2008
3283,Athletics,5000m,W,Bronze,ETH,Athletics,2008
3284,Athletics,5000m,W,Gold,ETH,Athletics,2008
3285,Wrestling Gre-R,+ 87kg (super heavyweight),M,Silver,EUA,Wrestling,1956
3286,Wrestling Gre-R,+ 87kg (super heavyweight),M,Silver,EUA,Wrestling,1960
3287,Athletics,100m,W,Silver,EUA,Athletics,1956
3288,Athletics,100m,M,Gold,EUA,Athletics,1960
3289,Athletics,1500m,M,Silver,EUA,Athletics,1956
3290,Athletics,200m,W,Silver,EUA,Athletics,1956
3291,Athletics,200m,W,Silver,EUA,Athletics,1960
3292,Swimming,200m breaststroke,W,Bronze,EUA,Aquatics,1956
3293,Swimming,200m breaststroke,W,Gold,EUA,Aquatics,1956
3294,Swimming,200m breaststroke,W,Bronze,EUA,Aquatics,1960
3295,Swimming,200m breaststroke,W,Silver,EUA,Aquatics,1960
3296,Athletics,400m,M,Silver,EUA,Athletics,1956
3297,Athletics,400m,M,Silver,EUA,Athletics,1960
3298,Athletics,4x100m relay,M,Bronze,EUA,Athletics,1956
3299,Athletics,4x100m relay,M,Gold,EUA,Athletics,1960
3300,Athletics,4x100m relay,W,Silver,EUA,Athletics,1960
3301,Boxing,51 - 54kg (bantamweight),M,Gold,EUA,Boxing,1956
3302,Boxing,57 - 60kg (lightweight),M,Silver,EUA,Boxing,1956
3303,Athletics,80m hurdles,W,Silver,EUA,Athletics,1956
3304,Athletics,80m hurdles,W,Bronze,EUA,Athletics,1960
3305,Athletics,80m hurdles,W,Gold,EUA,Athletics,1964
3306,Canoe / Kayak F,K-1 10000m,M,Bronze,EUA,Canoe / Kayak,1956
3307,Canoe / Kayak F,K-1 500m (kayak single),W,Silver,EUA,Canoe / Kayak,1956
3308,Canoe / Kayak F,K-1 500m (kayak single),W,Silver,EUA,Canoe / Kayak,1960
3309,Canoe / Kayak F,K-2 10000m,M,Silver,EUA,Canoe / Kayak,1956
3310,Canoe / Kayak F,K-2 1000m (kayak double),M,Gold,EUA,Canoe / Kayak,1956
3311,Canoe / Kayak F,K-2 1000m (kayak double),M,Bronze,EUA,Canoe / Kayak,1964
3312,Hockey,hockey,M,Bronze,EUA,Hockey,1956
3313,Jumping,individual,X,Bronze,EUA,Equestrian,1956
3314,Jumping,individual,X,Gold,EUA,Equestrian,1956
3315,Jumping,individual,X,Silver,EUA,Equestrian,1956
3316,Golf,individual,X,Bronze,EUA,Golf,1956
3317,Golf,individual,X,Gold,EUA,Golf,1956
3318,Golf,individual,X,Silver,EUA,Golf,1956
3319,Roque,individual,X,Bronze,EUA,Roque,1956
3320,Roque,individual,X,Gold,EUA,Roque,1956
3321,Roque,individual,X,Silver,EUA,Roque,1956
3322,Jeu de Paume,individual,X,Bronze,EUA,Jeu de paume,1956
3323,Jeu de Paume,individual,X,Gold,EUA,Jeu de paume,1956
3324,Jeu de Paume,individual,X,Silver,EUA,Jeu de paume,1956
3325,Rackets,individual,X,Bronze,EUA,Rackets,1956
3326,Rackets,individual,X,Gold,EUA,Rackets,1956
3327,Rackets,individual,X,Silver,EUA,Rackets,1956
3328,Figure skating,individual,X,Bronze,EUA,Skating,1956
3329,Figure skating,individual,X,Gold,EUA,Skating,1956
3330,Figure skating,individual,X,Silver,EUA,Skating,1956
3331,Dressage,individual,X,Bronze,EUA,Equestrian,1956
3332,Dressage,individual,X,Gold,EUA,Equestrian,1956
3333,Dressage,individual,X,Silver,EUA,Equestrian,1956
3334,Eventing,individual,X,Bronze,EUA,Equestrian,1956
3335,Eventing,individual,X,Gold,EUA,Equestrian,1956
3336,Eventing,individual,X,Silver,EUA,Equestrian,1956
3337,Trampoline,individual,X,Bronze,EUA,Gymnastics,1956
3338,Trampoline,individual,X,Gold,EUA,Gymnastics,1956
3339,Trampoline,individual,X,Silver,EUA,Gymnastics,1956
3340,BMX,individual,X,Bronze,EUA,Cycling,1956
3341,BMX,individual,X,Gold,EUA,Cycling,1956
3342,BMX,individual,X,Silver,EUA,Cycling,1956
3343,Jumping,individual,X,Bronze,EUA,Equestrian,1960
3344,Golf,individual,X,Bronze,EUA,Golf,1960
3345,Roque,individual,X,Bronze,EUA,Roque,1960
3346,Jeu de Paume,individual,X,Bronze,EUA,Jeu de paume,1960
3347,Rackets,individual,X,Bronze,EUA,Rackets,1960
3348,Figure skating,individual,X,Bronze,EUA,Skating,1960
3349,Dressage,individual,X,Bronze,EUA,Equestrian,1960
3350,Eventing,individual,X,Bronze,EUA,Equestrian,1960
3351,Trampoline,individual,X,Bronze,EUA,Gymnastics,1960
3352,BMX,individual,X,Bronze,EUA,Cycling,1960
3353,Jumping,individual,X,Bronze,EUA,Equestrian,1964
3354,Jumping,individual,X,Silver,EUA,Equestrian,1964
3355,Golf,individual,X,Bronze,EUA,Golf,1964
3356,Golf,individual,X,Silver,EUA,Golf,1964
3357,Roque,individual,X,Bronze,EUA,Roque,1964
3358,Roque,individual,X,Silver,EUA,Roque,1964
3359,Jeu de Paume,individual,X,Bronze,EUA,Jeu de paume,1964
3360,Jeu de Paume,individual,X,Silver,EUA,Jeu de paume,1964
3361,Rackets,individual,X,Bronze,EUA,Rackets,1964
3362,Rackets,individual,X,Silver,EUA,Rackets,1964
3363,Figure skating,individual,X,Bronze,EUA,Skating,1964
3364,Figure skating,individual,X,Silver,EUA,Skating,1964
3365,Dressage,individual,X,Bronze,EUA,Equestrian,1964
3366,Dressage,individual,X,Silver,EUA,Equestrian,1964
3367,Eventing,individual,X,Bronze,EUA,Equestrian,1964
3368,Eventing,individual,X,Silver,EUA,Equestrian,1964
3369,Trampoline,individual,X,Bronze,EUA,Gymnastics,1964
3370,Trampoline,individual,X,Silver,EUA,Gymnastics,1964
3371,BMX,individual,X,Bronze,EUA,Cycling,1964
3372,BMX,individual,X,Silver,EUA,Cycling,1964
3373,Rowing,pair-oared shell with coxswain (2+),M,Silver,EUA,Rowing,1956
3374,Rowing,pair-oared shell with coxswain (2+),M,Gold,EUA,Rowing,1960
3375,Athletics,shot put,W,Bronze,EUA,Athletics,1956
3376,Athletics,shot put,W,Silver,EUA,Athletics,1960
3377,Athletics,shot put,W,Silver,EUA,Athletics,1964
3378,Golf,team,X,Gold,EUA,Golf,1956
3379,Golf,team,X,Silver,EUA,Golf,1956
3380,Eventing,team,X,Gold,EUA,Equestrian,1956
3381,Eventing,team,X,Silver,EUA,Equestrian,1956
3382,Jumping,team,X,Gold,EUA,Equestrian,1956
3383,Jumping,team,X,Silver,EUA,Equestrian,1956
3384,Dressage,team,X,Gold,EUA,Equestrian,1956
3385,Dressage,team,X,Silver,EUA,Equestrian,1956
3386,Synchronized S.,team,X,Gold,EUA,Aquatics,1956
3387,Synchronized S.,team,X,Silver,EUA,Aquatics,1956
3388,Table Tennis,team,X,Gold,EUA,Table Tennis,1956
3389,Table Tennis,team,X,Silver,EUA,Table Tennis,1956
3390,Golf,team,X,Gold,EUA,Golf,1960
3391,Eventing,team,X,Gold,EUA,Equestrian,1960
3392,Jumping,team,X,Gold,EUA,Equestrian,1960
3393,Dressage,team,X,Gold,EUA,Equestrian,1960
3394,Synchronized S.,team,X,Gold,EUA,Aquatics,1960
3395,Table Tennis,team,X,Gold,EUA,Table Tennis,1960
3396,Golf,team,X,Bronze,EUA,Golf,1964
3397,Golf,team,X,Gold,EUA,Golf,1964
3398,Eventing,team,X,Bronze,EUA,Equestrian,1964
3399,Eventing,team,X,Gold,EUA,Equestrian,1964
3400,Jumping,team,X,Bronze,EUA,Equestrian,1964
3401,Jumping,team,X,Gold,EUA,Equestrian,1964
3402,Dressage,team,X,Bronze,EUA,Equestrian,1964
3403,Dressage,team,X,Gold,EUA,Equestrian,1964
3404,Synchronized S.,team,X,Bronze,EUA,Aquatics,1964
3405,Synchronized S.,team,X,Gold,EUA,Aquatics,1964
3406,Table Tennis,team,X,Bronze,EUA,Table Tennis,1964
3407,Table Tennis,team,X,Gold,EUA,Table Tennis,1964
3408,Cycling Road,team time trial,M,Bronze,EUA,Cycling,1956
3409,Cycling Road,team time trial,M,Silver,EUA,Cycling,1960
3410,Artistic G.,vault,M,Gold,EUA,Gymnastics,1956
3411,Artistic G.,vault,W,Silver,EUA,Gymnastics,1964
3412,Boxing,+ 81kg (heavyweight),M,Bronze,EUA,Boxing,1960
3413,Boxing,+ 81kg (heavyweight),M,Silver,EUA,Boxing,1964
3414,Wrestling Free.,+ 87kg (heavyweight),M,Gold,EUA,Wrestling,1960
3415,Athletics,10000m,M,Silver,EUA,Athletics,1960
3416,Diving,10m platform,W,Gold,EUA,Aquatics,1960
3417,Diving,10m platform,W,Silver,EUA,Aquatics,1964
3418,Cycling Track,1km time trial,M,Silver,EUA,Cycling,1960
3419,Cycling Track,2000m tandem,M,Silver,EUA,Cycling,1960
3420,Cycling Track,2000m tandem,M,Bronze,EUA,Cycling,1964
3421,Diving,3m springboard,W,Gold,EUA,Aquatics,1960
3422,Diving,3m springboard,W,Gold,EUA,Aquatics,1964
3423,Swimming,4x100m freestyle relay,W,Bronze,EUA,Aquatics,1960
3424,Swimming,4x100m freestyle relay,M,Silver,EUA,Aquatics,1964
3425,Swimming,4x100m medley relay,W,Bronze,EUA,Aquatics,1960
3426,Swimming,4x100m medley relay,M,Silver,EUA,Aquatics,1964
3427,Athletics,4x400m relay,M,Silver,EUA,Athletics,1960
3428,Cycling Track,5000m,M,Silver,EUA,Cycling,1960
3429,Athletics,5000m,M,Silver,EUA,Athletics,1960
3430,Cycling Track,5000m,M,Silver,EUA,Cycling,1964
3431,Athletics,5000m,M,Silver,EUA,Athletics,1964
3432,Shooting,50m rifle 3 positions (3x40 shots),M,Bronze,EUA,Shooting,1960
3433,Shooting,50m rifle prone (60 shots),M,Gold,EUA,Shooting,1960
3434,Wrestling Free.,67 - 73kg (welterweight),M,Silver,EUA,Wrestling,1960
3435,Wrestling Gre-R,67 - 73kg (welterweight),M,Silver,EUA,Wrestling,1960
3436,Wrestling Free.,73 - 79kg (middleweight),M,Silver,EUA,Wrestling,1960
3437,Wrestling Gre-R,73 - 79kg (middleweight),M,Silver,EUA,Wrestling,1960
3438,Athletics,800m,W,Bronze,EUA,Athletics,1960
3439,Canoe / Kayak F,K-1 4x500m,M,Gold,EUA,Canoe / Kayak,1960
